time_UTC,longitude,latitude,location_id,location_name,number_concentration_of_enterococcus_in_sea_water_CFU/100-milliliters,number_concentration_of_clostridium_perfringens_in_sea_water_CFU/100-milliliters,sea_water_quality_alert,sea_water_temperature,sea_water_salinity_PSU,sea_water_turbidity_NTU,sea_water_ph_reported_on_total_scale,mass_concentration_of_oxygen_in_sea_water_mg/l,fractional_saturation_of_oxygen_in_sea_water
2011-01-18T19:06:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,20,2,0,23.30,34.77,2.75,7.97,6.05,87.70
2011-01-18T19:10:00Z,-156.44333,20.681406,691,Wailea Beach,137,4,1,24.15,35.41,2.28,8.23,6.06,89.90
2011-01-18T19:10:00Z,-155.96703,19.579323,1203,Kahaluu Beach Park,2.3,NaN,0,24.82,32.86,1.84,8.24,6.28,92.20
2011-01-18T19:25:00Z,-154.8325,19.468067,1143,Ahalanui (Pualaa) Beach Park,2.3,4,0,32.55,16.21,0.24,7.56,5.10,77.70
2011-01-18T19:46:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,53,1,0,23.20,31.90,2.60,8.03,6.01,85.60
2011-01-18T19:50:00Z,-155.99669,19.63956,1205,Kailua Pier Sta. A-1,2.3,NaN,0,24.38,32.47,1.49,8.25,5.80,84.50
2011-01-18T19:55:00Z,-154.81667,19.501682,1145,"Kapoho, Champagne Pond",53,1,0,29.05,9.58,0.28,7.86,5.85,81.00
2011-01-18T20:00:00Z,-155.99744,19.639536,1208,Kailua Pier Sta. D,20,8,0,22.99,30.01,2.85,8.18,5.06,70.70
2011-01-18T20:05:00Z,-159.33472,22.04139,825,Lydgate Park,2.3,2,0,23.42,34.78,2.32,8.00,5.94,86.30
2011-01-18T20:45:00Z,-155.88766,19.914223,1236,Anaehoomalu Bay,20,NaN,0,25.10,30.46,6.88,8.08,5.67,82.80
2011-01-18T21:00:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,10,1,0,24.07,34.07,6.54,8.05,6.03,88.20
2011-01-18T21:00:00Z,-155.01335,19.735847,1136,Richardson Ocean Center,10,3,0,24.12,31.29,0.94,8.25,6.83,98.30
2011-01-18T21:09:00Z,-155.01585,19.733637,1121,Leleiwi Beach Park,10,1,0,20.53,10.12,0.58,8.13,7.94,94.30
2011-01-18T21:20:00Z,-155.02806,19.733904,1114,Keaukaha Beach - 4 Miles,2.3,1,0,23.75,26.96,0.42,8.20,7.36,102.70
2011-01-18T21:29:00Z,-155.03752,19.737783,1126,Onekahakaha Beach Swimming Area,2.3,2,0,24.86,25.51,0.91,8.36,8.96,126.00
2011-01-18T21:35:00Z,-155.84569,19.968666,1222,Puako Middle of Lot,2.3,NaN,0,25.90,33.87,2.69,8.26,6.39,96.40
2011-01-18T21:43:00Z,-155.07474,19.72334,1138,Hilo Bay (Canoe Beach),2.3,1,0,24.14,24.77,2.61,8.13,6.58,90.90
2011-01-18T21:57:00Z,-155.09084,19.755278,1110,Honolii Cove (Ocean),2.3,1,0,24.10,28.90,0.72,8.31,6.69,94.90
2011-01-19T16:24:00Z,-156.4714,20.891136,654,Hukilau Hotel Shoreline,20,2,0,23.46,32.06,11.80,8.03,6.24,89.30
2011-01-19T16:41:00Z,-156.43584,20.903078,677,Kanaha Beach,42,12,0,23.53,34.41,13.00,8.06,6.26,90.80
2011-01-19T16:45:00Z,-157.8395,21.281519,155,"Kahanamoku Beach, Waikiki",10,5,0,22.50,35.24,7.55,7.94,5.77,82.60
2011-01-19T17:00:00Z,-157.8279,21.276657,238,"Moana Beach, Waikiki",42,1,0,22.96,35.19,13.80,7.97,6.02,87.00
2011-01-19T17:01:00Z,-156.40334,20.91308,700,Spreckelsville Beach,2.3,1,0,23.70,35.16,2.78,8.12,6.40,93.80
2011-01-19T17:11:00Z,-157.82303,21.271482,161,"Kuhio Beach, Waikiki",31,1,0,23.14,35.13,2.88,8.03,5.49,79.60
2011-01-19T17:22:00Z,-157.82265,21.267614,162,"Public Bath Beach, Waikiki",42,1,0,23.13,35.35,25.20,8.07,6.00,87.10
2011-01-19T17:31:00Z,-156.50307,20.7964,687,Maalaea Condos,124,8,1,23.63,34.34,26.80,8.13,6.04,88.00
2011-01-19T17:33:00Z,-157.82204,21.263554,228,Sans Souci,2.3,4,0,23.27,35.29,4.71,8.05,5.80,84.40
2011-01-19T18:00:00Z,-156.45778,20.747232,676,Kihei (South),782,22,1,23.33,32.20,15.60,8.07,5.88,84.00
2011-01-19T18:03:00Z,-157.84622,21.283056,222,Ala Moana Lagoon,10,1,0,23.10,35.28,1.78,8.07,5.71,82.80
2011-01-19T18:13:00Z,-156.44917,20.72474,681,Kamaole Beach #1,64,2,0,23.89,35.02,3.29,8.19,6.05,88.90
2011-01-19T18:15:00Z,-157.84616,21.287458,154,"Ala Moana Park, D.H.",10,1,0,23.38,35.22,1.53,8.08,5.17,75.40
2011-01-19T18:15:00Z,-155.04224,19.736406,1130,Puhi Bay #3,20,5,0,22.91,34.23,0.67,8.13,6.18,88.70
2011-01-19T18:18:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,32,0,22.96,34.97,3.19,7.93,5.95,85.70
2011-01-19T18:23:00Z,-157.84982,21.289448,153,"Ala Moana Park, Center",53,1,0,22.90,35.19,16.40,8.07,5.39,77.80
2011-01-19T18:24:00Z,-155.0464,19.731407,1129,Puhi Bay #2,20,2,0,19.87,18.44,1.65,8.07,6.94,85.50
2011-01-19T18:25:00Z,-156.44667,20.713614,683,Kamaole Beach #3,42,3,0,23.83,35.32,2.62,8.19,6.13,90.30
2011-01-19T18:32:00Z,-155.05156,19.732111,1148,Radio Bay,10,3,0,19.00,18.22,1.01,8.09,6.02,72.90
2011-01-19T18:40:00Z,-156.44333,20.681406,691,Wailea Beach,87,2,0,23.82,35.32,1.58,8.19,6.02,88.80
2011-01-19T18:40:00Z,-155.06253,19.724726,1102,Exit of Ice Pond,20,2,0,21.10,11.22,0.32,7.69,6.14,74.20
2011-01-19T18:48:00Z,-155.06778,19.728617,1101,Coconut Island,10,3,0,22.72,30.21,1.23,8.19,6.23,86.90
2011-01-19T18:50:00Z,-159.50441,22.203222,833,Waioli Beach Park,2.3,5,0,23.33,31.25,4.74,7.50,3.86,56.80
2011-01-19T18:55:00Z,-155.96158,19.5619,1213,Keauhou Bay,2.3,NaN,0,24.28,33.34,3.73,8.24,5.71,83.40
2011-01-19T18:56:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,2.3,2,0,23.19,34.76,3.20,7.97,6.17,89.60
2011-01-19T18:57:00Z,-155.07114,19.725578,1106,Hilo Bay (Boat Landing),10,4,0,22.39,26.90,0.85,8.17,6.36,86.30
2011-01-19T19:05:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,2.3,2,0,23.63,31.05,4.89,7.48,4.69,72.20
2011-01-19T19:06:00Z,-159.45105,21.873,802,Brennecke Beach,10,1,0,23.68,34.72,2.63,8.02,6.20,90.60
2011-01-19T19:16:00Z,-159.49715,22.212694,804,Hanalei Bay Landing,2.3,6,0,23.52,30.25,8.88,7.57,4.11,57.20
2011-01-19T19:21:00Z,-159.49594,22.2135,839,End of Weke Road,254,7,1,20.28,3.63,3.39,7.61,4.70,53.20
2011-01-19T19:30:00Z,-155.1187,19.882833,1117,Kolekole Gulch (Ocean),124,2,1,23.46,33.53,0.82,8.26,6.28,90.60
2011-01-19T19:35:00Z,-155.99481,19.639668,1204,Kailua Pier Sta. A,178,3,1,22.24,23.45,4.83,8.35,6.20,82.20
2011-01-19T19:40:00Z,-159.35297,21.953306,817,Nawiliwili Harbor,453,3,1,23.10,31.17,3.11,8.04,6.44,91.00
2011-01-19T19:42:00Z,-159.44653,22.224112,801,Anini Beach Park Pavilion,10,5,0,23.79,32.00,2.69,7.42,4.58,64.50
2011-01-19T19:46:00Z,-155.1287,19.89986,1146,Hakalau County Park,53,1,0,23.80,33.76,0.92,8.25,6.09,88.40
2011-01-19T19:55:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,75,1,0,23.15,31.54,3.38,8.05,6.16,87.60
2011-01-19T20:08:00Z,-159.42792,22.216417,811,Kalihiwai Bay Beach Park,10,2,1,23.89,30.91,2.76,7.55,4.64,66.60
2011-01-19T20:15:00Z,-156.04486,19.695583,1253,Pine Trees,10,NaN,0,24.29,32.91,1.87,8.27,6.40,93.60
2011-01-19T20:20:00Z,-155.24014,19.992056,1120,Laupahoehoe Point (Boat Ramp),2.3,1,0,24.08,33.78,0.47,8.23,6.43,93.90
2011-01-19T20:22:00Z,-159.33472,22.04139,825,Lydgate Park,20,1,0,23.41,34.92,1.59,8.04,6.08,88.50
2011-01-19T20:39:00Z,-159.31598,22.076471,812,Kapaa Pavilion,42,6,0,23.57,34.56,3.20,8.04,6.15,89.60
2011-01-19T20:55:00Z,-156.04434,19.784544,1241,Kona Coast Beach Park,2.3,NaN,0,24.09,35.18,2.66,8.28,6.12,90.20
2011-01-19T21:00:00Z,-159.3002,22.146221,800,Anahola Bay Pavilion,2.3,2,0,23.84,34.65,1.78,8.06,6.25,91.50
2011-01-19T21:35:00Z,-156.00667,19.810223,1252,Kua Bay,2.3,NaN,0,24.50,35.21,2.01,8.27,6.04,89.70
2011-01-20T17:36:00Z,-157.8395,21.281519,155,"Kahanamoku Beach, Waikiki",87,6,0,23.24,34.47,9.92,8.07,4.56,70.30
2011-01-20T18:00:00Z,-157.8279,21.276657,238,"Moana Beach, Waikiki",10,1,0,23.97,34.70,12.90,8.11,5.99,71.80
2011-01-20T18:14:00Z,-157.82303,21.271482,161,"Kuhio Beach, Waikiki",124,2,1,23.57,34.49,3.30,8.10,5.96,78.60
2011-01-20T18:34:00Z,-157.82265,21.267614,162,"Public Bath Beach, Waikiki",20,2,0,23.45,34.70,24.10,8.11,5.06,70.00
2011-01-20T18:48:00Z,-157.82204,21.263554,228,Sans Souci,20,7,0,23.52,34.71,2.04,8.12,4.48,59.40
2011-01-20T18:55:00Z,-159.50441,22.203222,833,Waioli Beach Park,42,11,0,23.89,34.88,6.27,7.99,6.21,90.90
2011-01-20T19:10:00Z,-155.96703,19.579323,1203,Kahaluu Beach Park,10,NaN,0,24.99,35.15,2.59,8.21,5.93,89.10
2011-01-20T19:11:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,10,16,0,23.93,34.80,6.27,8.01,6.14,90.10
2011-01-20T19:23:00Z,-159.49715,22.212694,804,Hanalei Bay Landing,53,9,0,23.54,32.72,6.04,8.04,6.34,91.00
2011-01-20T19:28:00Z,-157.84622,21.283056,222,Ala Moana Lagoon,2.3,1,0,24.14,34.67,2.76,8.15,6.56,69.40
2011-01-20T19:30:00Z,-154.84224,19.457514,1127,Pohoiki Isaac Hale-B. ramp,2.3,1,0,28.70,27.21,0.32,7.89,5.19,78.90
2011-01-20T19:35:00Z,-159.49594,22.2135,839,End of Weke Road,384,24,1,21.21,8.68,6.50,7.83,6.42,76.50
2011-01-20T19:45:00Z,-154.8325,19.468067,1143,Ahalanui (Pualaa) Beach Park,20,4,0,32.48,17.63,0.27,7.55,4.94,75.60
2011-01-20T19:45:00Z,-155.99481,19.639668,1204,Kailua Pier Sta. A,2.3,3,0,23.15,29.37,21.50,8.25,5.90,82.50
2011-01-20T19:56:00Z,-157.84616,21.287458,154,"Ala Moana Park, D.H.",2.3,1,0,24.25,34.60,3.19,8.19,4.99,80.20
2011-01-20T19:58:00Z,-154.82,19.488077,1142,Vacationland,2.3,1,0,24.34,34.83,0.35,8.15,7.34,107.70
2011-01-20T20:00:00Z,-155.99669,19.63956,1205,Kailua Pier Sta. A-1,2.3,NaN,0,24.41,33.35,2.27,8.19,5.57,81.60
2011-01-20T20:06:00Z,-159.44653,22.224112,801,Anini Beach Park Pavilion,75,50,0,24.22,33.93,28.40,7.96,6.13,90.10
2011-01-20T20:15:00Z,-157.84982,21.289448,153,"Ala Moana Park, Center",10,1,0,24.28,34.60,6.98,8.24,6.42,93.50
2011-01-20T20:15:00Z,-155.99744,19.639536,1208,Kailua Pier Sta. D,20,8,0,23.42,31.99,8.79,8.16,5.29,75.50
2011-01-20T20:25:00Z,-159.42792,22.216417,811,Kalihiwai Bay Beach Park,31,25,1,24.00,33.77,8.39,8.03,6.20,90.50
2011-01-20T20:30:00Z,-156.0525,19.719212,1237,OTEC,31,NaN,0,24.86,35.00,2.38,8.21,5.93,88.60
2011-01-20T21:05:00Z,-155.01335,19.735847,1136,Richardson Ocean Center,10,12,0,24.33,32.25,1.06,8.23,6.98,101.40
2011-01-20T21:10:00Z,-155.88766,19.914223,1236,Anaehoomalu Bay,2.3,NaN,0,25.84,30.21,3.04,8.10,5.33,78.60
2011-01-20T21:16:00Z,-155.02806,19.733904,1114,Keaukaha Beach - 4 Miles,20,1,0,23.64,27.59,0.53,8.15,7.35,102.70
2011-01-20T21:26:00Z,-155.03752,19.737783,1126,Onekahakaha Beach Swimming Area,2.3,16,0,25.25,34.65,0.74,8.17,7.22,108.30
2011-01-20T21:39:00Z,-155.07474,19.72334,1138,Hilo Bay (Canoe Beach),20,3,0,24.63,29.72,4.29,8.13,6.54,94.20
2011-01-20T21:56:00Z,-155.09084,19.755278,1110,Honolii Cove (Ocean),2.3,1,0,23.91,27.68,0.79,8.26,6.98,98.00
2011-01-20T22:00:00Z,-155.84569,19.968666,1222,Puako Middle of Lot,2.3,NaN,0,25.49,35.04,2.71,8.19,6.15,92.90
2011-01-24T16:35:00Z,-157.8395,21.281519,155,"Kahanamoku Beach, Waikiki",2.3,6,0,22.93,35.34,8.51,7.98,5.58,80.60
2011-01-24T16:35:00Z,-156.45778,20.747232,676,Kihei (South),75,8,1,23.26,32.85,19.00,8.03,5.87,84.20
2011-01-24T16:50:00Z,-157.8279,21.276657,238,"Moana Beach, Waikiki",2.3,1,0,23.89,35.40,8.32,8.02,5.89,86.50
2011-01-24T16:51:00Z,-156.45363,20.731112,679,Kalama Beach,64,22,0,22.49,34.43,18.50,8.16,6.23,88.80
2011-01-24T17:01:00Z,-157.82303,21.271482,161,"Kuhio Beach, Waikiki",10,1,0,23.40,35.15,1.67,8.09,5.61,81.60
2011-01-24T17:04:00Z,-156.44974,20.727503,703,Cove Park,64,2,0,24.01,33.85,3.01,8.18,5.85,85.50
2011-01-24T17:12:00Z,-157.82265,21.267614,162,"Public Bath Beach, Waikiki",10,2,0,23.50,35.45,13.70,8.11,5.83,85.30
2011-01-24T17:15:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,5,0,23.17,34.84,2.32,7.93,6.13,88.70
2011-01-24T17:16:00Z,-156.44917,20.72474,681,Kamaole Beach #1,10,1,0,24.09,35.33,2.27,8.23,6.01,88.30
2011-01-24T17:23:00Z,-157.82204,21.263554,228,Sans Souci,2.3,1,0,23.41,35.44,2.08,8.12,4.87,71.00
2011-01-24T17:49:00Z,-157.84622,21.283056,222,Ala Moana Lagoon,2.3,1,0,23.22,35.28,1.61,8.14,5.83,84.80
2011-01-24T18:02:00Z,-157.84616,21.287458,154,"Ala Moana Park, D.H.",2.3,1,0,23.42,35.37,2.40,8.17,5.47,79.80
2011-01-24T18:10:00Z,-157.84982,21.289448,153,"Ala Moana Park, Center",2.3,1,0,22.84,35.26,13.70,8.11,5.10,73.60
2011-01-24T18:21:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,10,2,0,23.27,35.06,5.45,8.00,6.23,90.40
2011-01-24T18:50:00Z,-155.96703,19.579323,1203,Kahaluu Beach Park,2.3,NaN,0,24.39,34.61,1.34,8.16,6.26,92.40
2011-01-24T19:08:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,2.3,1,0,24.14,33.86,2.48,8.04,6.14,90.40
2011-01-24T19:20:00Z,-155.99669,19.63956,1205,Kailua Pier Sta. A-1,2.3,NaN,0,24.72,33.74,1.28,8.13,5.64,83.30
2011-01-24T19:25:00Z,-159.33472,22.04139,825,Lydgate Park,53,1,0,23.95,34.80,4.85,8.06,6.18,90.70
2011-01-24T19:25:00Z,-154.8325,19.468067,1143,Ahalanui (Pualaa) Beach Park,10,1,0,32.62,15.20,0.24,7.43,4.99,75.60
2011-01-24T19:35:00Z,-155.99744,19.639536,1208,Kailua Pier Sta. D,10,0.2,0,24.18,32.68,1.49,8.09,5.77,84.00
2011-01-24T19:45:00Z,-154.82,19.488077,1142,Vacationland,2.3,1,0,24.52,34.69,0.25,8.09,6.69,99.10
2011-01-24T20:20:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,10,3,0,24.06,34.59,3.77,8.07,6.03,88.70
2011-01-24T20:25:00Z,-155.88766,19.914223,1236,Anaehoomalu Bay,2.3,NaN,0,24.70,26.85,2.86,8.16,5.87,83.20
2011-01-24T20:50:00Z,-155.01335,19.735847,1136,Richardson Ocean Center,2.3,2,0,23.55,29.96,1.21,8.22,6.40,90.50
2011-01-24T20:53:00Z,-155.01361,19.735289,1139,Richardson Ocean Center (Hilo side),2.3,2,0,22.23,23.38,0.96,8.18,6.88,91.10
2011-01-24T21:05:00Z,-155.02806,19.733904,1114,Keaukaha Beach - 4 Miles,20,1,0,23.30,26.30,0.44,8.10,6.48,89.30
2011-01-24T21:10:00Z,-155.84569,19.968666,1222,Puako Middle of Lot,2.3,NaN,0,25.54,30.27,1.37,8.26,6.71,98.50
2011-01-24T21:15:00Z,-155.03752,19.737783,1126,Onekahakaha Beach Swimming Area,2.3,2,0,25.46,27.16,2.17,8.27,8.25,118.70
2011-01-24T21:24:00Z,-155.0464,19.731407,1129,Puhi Bay #2,2.3,1,0,21.12,21.41,0.65,8.15,6.63,85.20
2011-01-24T21:50:00Z,-155.07474,19.72334,1138,Hilo Bay (Canoe Beach),2.3,4,0,23.49,24.05,4.02,8.04,6.56,89.40
2011-01-24T22:04:00Z,-155.08612,19.726692,1107,Hilo Bay (Lighthouse),2.3,2,0,24.15,26.97,1.53,8.14,6.76,94.90
2011-01-24T22:15:00Z,-155.82446,20.027512,1246,Pelekane,2.3,NaN,0,26.56,33.54,49.50,8.00,5.24,80.10
2011-01-24T22:23:00Z,-155.09084,19.755278,1110,Honolii Cove (Ocean),2.3,1,0,24.07,26.90,0.74,8.28,7.05,98.70
2011-01-25T15:39:00Z,-156.4714,20.891136,654,Hukilau Hotel Shoreline,10,1,0,22.85,32.91,9.47,8.00,6.66,94.80
2011-01-25T15:56:00Z,-156.43584,20.903078,677,Kanaha Beach,2.3,2,0,21.95,34.47,9.52,8.07,6.55,92.20
2011-01-25T16:24:00Z,-156.40334,20.91308,700,Spreckelsville Beach,2.3,1,0,22.66,35.32,2.93,8.11,6.70,96.10
2011-01-25T16:51:00Z,-156.50307,20.7964,687,Maalaea Condos,10,1,0,23.46,34.63,11.70,8.15,6.38,92.40
2011-01-25T17:27:00Z,-156.68916,20.910017,693,Hanakaoo,20,3,0,24.13,35.04,4.58,8.20,6.38,93.90
2011-01-25T17:42:00Z,-156.65279,20.842241,694,Launiupoko,2.3,1,0,23.52,35.15,7.65,8.14,6.30,91.80
2011-01-25T18:21:00Z,-156.45778,20.747232,676,Kihei (South),53,4,1,23.17,31.68,11.90,8.14,6.34,90.20
2011-01-25T18:34:00Z,-156.44917,20.72474,681,Kamaole Beach #1,2.3,1,0,24.38,34.83,1.83,8.23,6.38,94.10
2011-01-25T18:46:00Z,-156.44667,20.713614,683,Kamaole Beach #3,2.3,1,0,24.26,35.04,1.70,8.23,6.21,91.70
2011-01-25T19:02:00Z,-156.44333,20.681406,691,Wailea Beach,20,1,0,24.01,35.33,0.76,8.24,6.22,91.60
2011-01-25T19:45:00Z,-155.90694,19.183556,1220,Milolii,53,NaN,0,25.05,34.27,1.16,8.21,5.90,88.10
2011-01-25T20:45:00Z,-155.90118,19.382618,1209,Kauhako Bay - Hookena,2.3,NaN,0,24.98,33.68,1.36,8.28,5.52,81.90
2011-01-25T21:20:00Z,-155.9114,19.421453,1244,Honaunau Bay - 2 Step,2.3,NaN,0,25.15,33.32,0.97,8.25,6.21,92.50
2011-01-25T21:40:00Z,-155.91953,19.475483,1211,Kealakekua Bay (Curio Stand),20,NaN,0,25.45,34.37,1.96,8.18,5.35,80.80
2011-01-25T22:25:00Z,-155.97662,19.606424,1235,Banyan's Surfing Area,2.3,NaN,0,25.49,31.07,1.62,8.28,6.15,90.90
2011-01-26T16:39:00Z,-157.69655,21.271523,201,Hanauma Beach Park,2.3,1,0,22.96,35.34,2.32,7.99,5.67,82.00
2011-01-26T16:58:00Z,-157.67279,21.285646,200,Sandy Beach Pt. No. 1,2.3,1,0,23.16,35.35,4.98,8.04,6.19,89.90
2011-01-26T17:00:00Z,-156.68648,20.955278,725,Honokowai,2.3,1,0,23.10,35.28,1.90,8.09,5.71,82.60
2011-01-26T17:14:00Z,-157.66052,21.312021,216,Makapuu,2.3,2,0,23.47,35.37,1.42,8.13,6.23,90.90
2011-01-26T17:14:00Z,-156.69244,20.941269,733,Kahekili/Airport 2,10,1,0,23.18,35.21,1.25,8.18,5.46,79.40
2011-01-26T17:30:00Z,-157.69342,21.33246,197,Waimanalo Beach,10,1,0,22.40,35.09,12.80,8.15,6.27,89.60
2011-01-26T17:30:00Z,-156.69278,20.936668,695,Airport (Kahekili) Beach,2.3,1,0,23.70,35.01,1.58,8.14,5.48,80.30
2011-01-26T17:46:00Z,-156.69395,20.929588,734,Black Rock,2.3,1,0,23.52,35.37,1.89,8.23,5.57,81.80
2011-01-26T18:01:00Z,-157.72786,21.398495,193,Kailua Beach Park,20,1,0,22.62,34.95,9.58,8.16,6.28,90.00
2011-01-26T18:12:00Z,-157.8395,21.281519,155,"Kahanamoku Beach, Waikiki",2.3,5,0,23.50,34.63,3.92,8.15,4.54,65.00
2011-01-26T18:32:00Z,-157.8279,21.276657,238,"Moana Beach, Waikiki",10,5,0,24.06,34.66,13.10,8.19,5.02,70.10
2011-01-26T18:38:00Z,-159.50441,22.203222,833,Waioli Beach Park,2.3,2,0,23.77,0.00,2.86,0.00,4.86,70.20
2011-01-26T18:50:00Z,-157.82303,21.271482,161,"Kuhio Beach, Waikiki",2.3,2,0,23.99,34.36,0.81,8.20,4.49,67.80
2011-01-26T18:53:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,10,1,0,24.09,0.00,3.34,0.00,4.65,67.50
2011-01-26T19:05:00Z,-157.82265,21.267614,162,"Public Bath Beach, Waikiki",20,1,0,23.99,34.81,12.00,8.19,5.94,75.30
2011-01-26T19:05:00Z,-159.49715,22.212694,804,Hanalei Bay Landing,20,5,0,24.15,0.00,4.48,0.00,5.46,79.40
2011-01-26T19:14:00Z,-159.49594,22.2135,839,End of Weke Road,137,3,1,21.93,0.00,3.12,0.00,7.30,86.40
2011-01-26T19:18:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,2.3,5,0,23.69,34.72,1.61,8.00,6.60,96.20
2011-01-26T19:20:00Z,-154.8325,19.468067,1143,Ahalanui (Pualaa) Beach Park,10,29,0,33.10,15.61,0.24,7.38,4.97,76.50
2011-01-26T19:23:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0,23.29,34.77,1.63,7.91,5.95,86.10
2011-01-26T19:26:00Z,-159.45105,21.873,802,Brennecke Beach,2.3,1,0,24.14,34.82,1.53,8.04,6.10,89.90
2011-01-26T19:27:00Z,-157.82204,21.263554,228,Sans Souci,2.3,1,0,24.13,34.74,1.73,8.18,4.60,64.50
2011-01-26T19:30:00Z,-155.96703,19.579323,1203,Kahaluu Beach Park,2.3,NaN,0,24.88,34.19,1.27,8.24,6.65,98.80
2011-01-26T19:47:00Z,-159.44653,22.224112,801,Anini Beach Park Pavilion,2.3,2,0,24.48,0.00,2.27,0.00,4.90,72.50
2011-01-26T19:50:00Z,-154.81667,19.501682,1145,"Kapoho, Champagne Pond",10,1,0,29.16,8.30,0.26,7.77,5.88,80.90
2011-01-26T20:00:00Z,-155.99669,19.63956,1205,Kailua Pier Sta. A-1,2.3,NaN,0,25.04,33.98,1.13,8.19,5.72,85.30
2011-01-26T20:01:00Z,-159.35297,21.953306,817,Nawiliwili Harbor,2.3,4,0,23.68,30.83,1.68,8.03,6.02,85.80
2011-01-26T20:05:00Z,-159.42792,22.216417,811,Kalihiwai Bay Beach Park,2.3,1,0,24.51,0.00,3.32,0.00,4.91,71.30
2011-01-26T20:14:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,10,1,0,24.32,32.32,1.65,8.07,6.18,90.00
2011-01-26T20:15:00Z,-157.84622,21.283056,222,Ala Moana Lagoon,2.3,1,0,24.58,34.70,1.85,8.19,5.47,74.90
2011-01-26T20:15:00Z,-155.99744,19.639536,1208,Kailua Pier Sta. D,20,1.2,0,24.06,31.29,1.56,8.15,5.62,81.00
2011-01-26T20:37:00Z,-157.84616,21.287458,154,"Ala Moana Park, D.H.",2.3,1,0,24.88,34.71,2.13,8.22,5.33,70.80
2011-01-26T20:41:00Z,-159.33472,22.04139,825,Lydgate Park,10,1,0,24.85,34.85,2.32,8.06,6.09,90.80
2011-01-26T20:54:00Z,-157.84982,21.289448,153,"Ala Moana Park, Center",2.3,1,0,24.94,34.64,8.22,8.24,6.01,76.50
2011-01-26T20:58:00Z,-155.01335,19.735847,1136,Richardson Ocean Center,2.3,4,0,23.50,28.80,1.96,8.12,6.67,93.80
2011-01-26T21:00:00Z,-159.31598,22.076471,812,Kapaa Pavilion,20,2,0,24.56,34.47,1.71,8.02,6.04,89.50
2011-01-26T21:10:00Z,-155.02806,19.733904,1114,Keaukaha Beach - 4 Miles,20,1,0,23.56,28.02,0.45,8.11,6.91,96.70
2011-01-26T21:10:00Z,-155.88766,19.914223,1236,Anaehoomalu Bay,2.3,NaN,0,25.20,30.04,4.35,8.12,5.98,87.20
2011-01-26T21:18:00Z,-159.3002,22.146221,800,Anahola Bay Pavilion,2.3,1,0,24.94,34.86,1.40,8.10,6.31,94.30
2011-01-26T21:19:00Z,-155.03752,19.737783,1126,Onekahakaha Beach Swimming Area,2.3,1,0,24.76,27.42,0.88,8.26,8.22,116.80
2011-01-26T21:28:00Z,-155.04224,19.736406,1130,Puhi Bay #3,2.3,1,0,25.12,34.28,0.54,8.26,6.88,102.70
2011-01-26T21:30:00Z,-155.84569,19.968666,1222,Puako Middle of Lot,2.3,NaN,0,25.35,33.11,1.63,8.20,6.44,95.90
2011-01-26T21:38:00Z,-155.06253,19.724726,1102,Exit of Ice Pond,10,1,0,21.95,10.39,0.23,7.65,6.54,79.70
2011-01-26T21:47:00Z,-155.06778,19.728617,1101,Coconut Island,2.3,1,0,23.92,28.03,0.60,8.10,6.33,89.20
2011-01-26T22:00:00Z,-155.82501,20.013636,1247,Waiulaula,2.3,NaN,0,25.63,34.68,5.31,8.15,5.87,88.70
2011-01-26T22:06:00Z,-155.07474,19.72334,1138,Hilo Bay (Canoe Beach),2.3,4,0,23.91,24.13,2.81,8.03,6.43,88.60
2011-01-26T22:32:00Z,-155.09084,19.755278,1110,Honolii Cove (Ocean),2.3,1,0,24.29,29.85,0.54,8.30,6.94,99.80
2011-01-31T16:33:00Z,-157.8395,21.281519,155,"Kahanamoku Beach, Waikiki",31,1,0,21.86,35.21,6.69,8.00,5.50,77.90
2011-01-31T16:50:00Z,-157.8279,21.276657,238,"Moana Beach, Waikiki",10,1,0,23.04,35.27,5.89,8.04,5.95,86.10
2011-01-31T17:00:00Z,-157.82303,21.271482,161,"Kuhio Beach, Waikiki",306,1,1,22.80,34.89,2.95,8.04,5.22,75.10
2011-01-31T17:13:00Z,-157.82265,21.267614,162,"Public Bath Beach, Waikiki",2.3,1,0,22.87,35.34,7.55,8.06,5.60,80.80
2011-01-31T17:23:00Z,-157.82204,21.263554,228,Sans Souci,10,1,0,23.00,35.35,2.34,8.06,4.72,68.30
