rgn_id,Type,Common Name,Hawaiian Name,Species name,ESA Status,score
4,Coastal Plant,Hawaiian Nama,Hinahina Kahakai,Nama sandwicensis,V,0.7
4,Coastal Plant,Moonseed,Huehue,Cocculus orbiculatus,,1
4,Coastal Plant,,Hunakai,Ipomoea imperati,,1
4,Coastal Plant,,Kalo,Colocasia esculenta,,1
4,Coastal Plant,Alexandrian Laurel,Kamai,Calophyllum inophyllum,,1
4,Coastal Plant,,Kauna_oa,Cuscuta sandwichiana,,1
4,Coastal Plant,,"K_welu, _Emoloa",Eragrostis variabilis,,1
4,Coastal Plant,,Ka_ena _akoko,Euphorbia celastroides var. kaenana,E,0.25
4,Coastal Plant,Ivy-leaved morning glory,Koali_ai,Ipomoea cairica,,1
4,Coastal Plant,Coastal morning glory,Koali_awa,Ipomoea littoralis,,1
4,Coastal Plant,Indian morning glory,Koali_awa,Ipomoea indica,,1
4,Coastal Plant,,Makaloa,Cyperus laevigatus,,1
4,Coastal Plant,,Mau_u/_Aki_aki,Fimbristylis cymosa subsp. Spathacea,,1
4,Coastal Plant,,Mau_u/_Aki_aki,Fimbristylis cymosa subsp. Umbellato-capitata,,1
4,Coastal Plant,Hawaiian Cotton,Ma_o,Gossypium tomentosum,V,0.7
4,Coastal Plant,,Milo,Thespesia populnea,,1
4,Coastal Plant,Bastard sandalwood,Naio,Myoporum sandwicense,,1
4,Coastal Plant,Beach sandalwood,_Iliahialo_e,Santalum ellipticum ,V,0.7
4,Coastal Plant,Beach pea,nanea,Vigna marina,,1
4,Coastal Plant,Beach Naupaka,Naupaka kahakai,Scaevola sericea,,1
4,Coastal Plant,,Nehe,"Melanthera integrifolia, Lipochaeta integrifolia",V,0.7
4,Coastal Plant,,Nehe,Lipochaeta succulenta,,1
4,Coastal Plant,,neke Fern,Cyperus interruptus,,1
4,Coastal Plant,Seaside heliotrope,Nena/Kipukai,Heliotropium curassavicum,,1
4,Coastal Plant,Coconut palm,Niu,Cocos nucifera,,1
4,Coastal Plant,Puncture vine,Nohu,Tribulus cistoides,,1
4,Coastal Plant,,Pa_uohi_iaka,Jacquemontia ovalifolia,,1
4,Coastal Plant,Beach vitex,Pohinahina,Vitex rotundifolia,,1
4,Coastal Plant,Beach morning glory,Pohuehue,Ipomoea pes-caprae,,1
4,Coastal Plant,,P_polo,Solanum nelsonii,E,0.25
4,Coastal Plant,"Caper bush,",Pua pilo or Maiapilo,Capparis sandwichiana,V,0.7
4,Coastal Plant,Prickly poppy,Pua kala,Aregemone glauca,,1
4,Coastal Plant,,Puukaa,Cyperus trachysanthos,E,0.25
4,Coastal Plant,Schiedea,,Schiedea globosa,V,0.7
4,Coastal Plant,,Uki,Cladium jamaicense,,1
4,Coastal Plant,Water Hyssop,_Ae_ae,Bacopa monnieri,,1
4,Coastal Plant,Seashore rushgrass,_Aki_aki,Sporobolus virginicus,,1
4,Coastal Plant,East Maui _Akoko,_Akoko,Euphorbia celastroides var. laechiensis,E,0.25
4,Coastal Plant,Sea purslane,_Akulikuli,Sesuvium portulacastrum,,1
4,Coastal Plant,,_Anaunau,Lepidium bedentatum,V,0.7
4,Coastal Plant,,_Ena_ena,Psuedognaphalium sandwicensium,,1
4,Coastal Plant,,_Ihi,Portulaca molokiniensis,E,0.25
4,Coastal Plant,Pigweed,_Ihi,Portulaca lutea,,1
4,Coastal Plant,Hairy Purslane,_Ihi,Portulaca villosa,E,0.25
4,Coastal Plant,Kilauea Portulaca,_Ihi makole,Portulaca sclerocarpa,E,0.25
4,Coastal Plant,,_Ilima,Sida fallax,,1
4,Coastal Plant,,_Ohai,Sesbania tomentosa,E,0.25
4,Coastal Plant,,_Ohelo kai,Lycium sandwicense,,1
4,Coastal Plant,,__hi_a lehua,Metrosideros polymorpha,,1
4,Coastal Plant,,"__lei, eluehe, u_ulei",Osteomeles anthyllidifolia,,1
4,Coastal Plant,,Wiliwili,Erythrina sandwicensis,,1
4,Coastal Plant,,_Uhaloa/Hi_aloa,Waltheria indica,,1
4,Marine Bird,Band-rumped strom-petrel,,Oceanodroma castro,,0.25
4,Marine Bird,Black-footed albatross,,Phoebastria nigripes,,0.7
4,Marine Bird,Black noddy,,Anous stolidus pileatus,,0.7
4,Marine Bird,Black-winged petrel,,Pterodroma nigripennis,,1
4,Marine Bird,Blue noddy,,Procelesterna cerulean,,0.7
4,Marine Bird,Brown booby,,Sula leucogaster,,0.7
4,Marine Bird,Brown noddy,,Anous stolidus,,1
4,Marine Bird,Bulwer's Petrel,,Bulweria bulwerii,,0.7
4,Marine Bird,Christmas shearwater,,Puffinus nativitatis,,0.7
4,Marine Bird,Cook_s Petrel,,Pterodroma cookii,,1
4,Marine Bird,Gray-backed tern,,"Onychonprion lunatus, Sterna lunata",,0.7
4,Marine Bird,Great frigatebird,,Fregata minor,,0.7
4,Marine Bird,Hawaiian black noddy,,Anous minutus melanogenys,,0.7
4,Marine Bird,Hawaiian petrel (dark-rumped petrel),,Pterodroma phaeopygia sandwichensis,,0.25
4,Marine Bird,Juan Fernandez petrel,,Pterodroma externa,,1
4,Marine Bird,Laysan albatross,,Phoebastria immutabilis,,0.7
4,Marine Bird,Masked Booby,,Sula dactylatra,,0.7
4,Marine Bird,Mottled petrel,,Pterodroma inexpectata,,1
4,Marine Bird,Newell's shearwater,,Puffinus newelli,,0.25
4,Marine Bird,Red-footed booby,,Sula sula,,1
4,Marine Bird,Red-tailed tropicbird,,Phaethon rubricauda,,0.7
4,Marine Bird,Sooty tern,,"Onychoprion fuscata, Sterna fuscata",,1
4,Marine Bird,Wedge-tailed shearwater,,Puffinus pacificus,,1
4,Marine Bird,White or ferry tern,,Gygis alba,,1
4,Marine Bird,White-tailed tropic bird,,Phaethon lepturus ,,0.7
4,Marine Bird,Bristle-thighed curlew,,Numenius tahitiensis,,1
4,Marine Bird,Pacific golden plover,,Pluvialis fulva,,1
4,Marine Bird,Sanderling,,Calidris alba,,1
4,Marine Bird,Ruddy turnstone,,Arenaria interpres,,1
4,Marine Bird,Wandering tattler,,Heteroscelus incanus,,1
4,Marine Mammal,Blainville’s beaked whale,,Mesoplodon densirostris,NC,1
4,Marine Mammal,Blue whale ,,Balaenoptera musculus musculus,E,0.25
4,Marine Mammal,Bryde’s whale ,,Balaenoptera edeni,NC,1
4,Marine Mammal,Common bottlenose dolphin,,Tursiops truncatus truncatus,NC,1
4,Marine Mammal,Cuvier’s beaked whale,,Ziphius cavirostris,NC,1
4,Marine Mammal,Dwarf sperm whale,,Kogia sima,NC,1
4,Marine Mammal,False killer whale,,Pseudorca crassidens,E,0.25
4,Marine Mammal,Fin whale ,,Balaenoptera physalus physalus,E,0.25
4,Marine Mammal,Fraser’s dolphin ,,Lagenodelphis hosei,NC,1
4,Marine Mammal,Hawaiian monk seal,,Neomonachus schauinslandi,E,0.25
4,Marine Mammal,Hawksbill,,Ertmochelys imbricata,E,0.25
4,Marine Mammal,Humpback whale,,Megaptera novaeangliae,E,0.25
4,Marine Mammal,Killer whale ,,Orcinus orca,NC,1
4,Marine Mammal,Longman’s beaked whale,,Indopacetus pacificus,NC,1
4,Marine Mammal,Melon-headed whale ,,Peponocephala electra,NC,1
4,Marine Mammal,Minke whale ,,Balaenoptera acutorostrata scammoni,NC,1
4,Marine Mammal,North Pacific right ,,Lissodelphis borealis,NC,1
4,Marine Mammal,Pantropical spotted dolphin,,Stenella attenuata attenuata,NC,1
4,Marine Mammal,Pygmy killer whale,,Feresa attenuata,NC,1
4,Marine Mammal,Pygmy sperm whale,,Kogia breviceps,NC,1
4,Marine Mammal,Risso’s dolphin ,,Grampus griseus,NC,1
4,Marine Mammal,Rough-toothed dolphin ,,Steno bredanensis,NC,1
4,Marine Mammal,Sei whale ,,Balaenoptera borealis borealis,E,0.25
4,Marine Mammal,Short-finned pilot whale,,Globicephala macrorhynchus,NC,1
4,Marine Mammal,Sperm whale ,,Physeter macrocephalus,E,0.25
4,Marine Mammal,Spinner dolphin ,,Stenella longirostris longirostris),NC,1
4,Marine Mammal,Striped dolphin ,,Stenella coeruleoalba,NC,1
4,Marine Turtle,Green Turtle,,Chelonia mydas,T,0.5
4,Marine Turtle,Leatherback,,Dermochelys cariacea,E,0.25
4,Marine Turtle,Loggerhead,,Caretta caretta,E,0.25
4,Marine Turtle,Olive Ridley,,Lepidochelys olivacea,T,0.5
